,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300,301,302,303,304,305,306,307,308,309,310,311,312,313,314,315,316,317,318,319,320,321,322,323,324,325,326,327,328,329,330,331,332,333,334,335,336,337,338,339,340,341,342,343,344,345,346,347,348,349,350,351,352,353,354,355,356,357,358,359,360,361,362,363,364,365,366,367,368,369,370,371,372,373,374,375,376,377,378,379,380,381,382,383,384,385,386,387,388,389,390,391,392,393,394,395,396,397,398,399
74,39,40,41,52,12,11,11,21,91,89,71,97,19,98,21,48,58,18,3,30,96,45,95,85,3,53,18,28,92,69,67,12,66,97,64,55,40,22,71,65,71,42,95,33,99,8,98,78,82,19,70,90,29,22,56,41,39,9,77,81,36,8,79,2,33,27,49,88,93,93,76,58,47,60,92,44,89,73,34,29,2,79,16,97,98,85,11,95,19,91,89,31,94,2,32,93,50,48,56,99,55,43,1,2,22,69,41,57,80,14,29,67,85,63,82,8,60,41,18,87,81,31,41,84,79,52,61,28,66,53,16,96,29,39,48,17,91,11,50,81,24,55,26,5,72,62,67,78,47,88,87,43,3,53,32,3,7,51,66,44,53,79,40,47,64,72,81,76,34,6,44,1,77,75,69,65,40,44,35,2,65,80,26,29,53,56,84,96,28,22,47,83,63,80,67,20,35,87,82,74,44,74,69,44,1,99,12,73,1,12,65,74,33,60,13,24,98,62,12,91,56,72,73,23,89,26,97,32,24,60,59,17,53,13,3,33,91,53,31,23,22,5,4,73,96,12,89,5,32,97,1,26,11,51,9,90,70,58,79,29,2,51,97,52,28,94,87,46,53,60,58,65,45,54,46,80,64,88,56,84,10,80,4,41,36,64,19,72,86,47,77,49,49,68,41,27,17,15,66,4,31,32,93,96,72,20,2,59,89,54,15,74,11,0,85,86,46,15,5,52,81,98,51,6,24,42,28,4,76,29,15,47,9,39,58,84,77,6,96,43,90,65,98,9,97,48,64,97,8,35,48,43,90,54,98,98,11,16,95,41,39,52,13,21,86,5,91,45,21,9,39,49,10,41,7,99,63,65,69,73,94,43,54,20,75,64,75,82,1,27,10,20,84,1,36,29,17,57,4,17
75,10,24,51,19,50,46,92,26,36,19,70,73,47,89,15,87,99,32,56,14,65,43,79,77,43,71,80,33,50,2,20,78,46,41,99,42,86,32,47,53,30,34,25,4,57,64,75,62,88,42,37,63,76,82,31,91,49,79,6,96,92,34,35,61,22,34,36,65,99,66,84,90,68,66,5,81,52,38,28,11,28,22,61,19,54,6,54,29,16,52,23,11,9,66,1,41,44,65,99,35,55,61,71,51,43,67,84,5,29,92,56,94,19,76,28,35,10,87,50,6,90,84,1,46,46,18,76,50,40,23,82,42,69,62,58,59,72,18,35,78,62,68,9,91,21,80,1,57,99,2,90,66,41,88,13,58,90,45,87,45,74,69,0,43,78,84,50,48,71,99,0,2,4,68,17,72,85,3,46,77,77,3,8,4,45,80,68,87,76,21,30,79,81,51,68,68,35,42,15,42,35,36,36,13,53,78,14,15,46,89,33,2,82,68,43,58,35,33,0,25,35,72,24,27,14,56,72,38,93,5,43,47,9,75,56,25,3,98,6,74,51,48,40,61,79,32,88,70,50,43,26,55,20,48,98,74,51,26,23,94,42,67,11,91,34,26,15,86,35,91,40,16,43,36,2,31,57,26,87,55,52,31,44,64,23,20,84,87,56,48,63,41,66,60,80,17,95,23,30,3,17,25,91,11,64,58,29,35,56,11,80,88,57,16,25,70,16,95,9,16,27,96,63,28,11,39,58,31,63,6,38,48,17,8,51,34,5,24,88,92,19,30,30,69,67,29,86,96,41,93,8,69,75,64,69,82,59,97,19,78,32,95,12,76,73,61,72,38,7,1,4,35,10,67,81,23,12,10,74,85,67,72,27,91,77,29,97,94,98,70,16,82,71,0,56,16,28,49,28,76
76,65,61,62,64,54,47,98,33,99,74,19,79,75,5,26,16,97,36,97,71,24,98,53,62,2,54,84,17,83,4,25,87,97,60,10,23,67,42,84,43,89,57,86,99,80,36,34,88,61,28,70,31,27,7,16,57,25,73,84,26,3,69,6,44,71,85,80,42,67,67,60,5,7,73,47,26,42,19,9,89,14,4,26,98,74,69,82,14,86,58,25,32,18,65,72,30,22,28,37,89,44,89,72,85,21,59,70,48,93,31,64,32,89,75,69,98,55,23,51,91,17,97,60,35,2,92,95,83,34,42,13,43,74,60,65,70,95,8,13,33,52,76,8,8,24,80,73,19,17,17,86,4,19,35,59,70,98,50,21,54,61,5,71,21,24,18,84,78,69,89,56,65,95,20,18,20,62,66,18,21,57,0,75,14,33,91,97,25,6,73,23,88,90,37,23,4,37,40,28,54,28,51,52,75,57,29,51,16,24,22,9,12,61,38,81,92,89,70,57,54,66,77,39,73,27,52,56,87,79,28,49,28,78,34,7,63,39,37,33,89,1,40,78,71,72,21,42,40,38,29,80,18,28,13,86,62,1,92,93,84,64,23,92,15,58,50,91,52,19,59,19,36,63,10,62,91,83,63,22,99,52,71,1,88,67,69,30,6,42,30,87,17,5,83,74,70,9,32,79,84,64,99,24,1,22,15,55,6,26,32,43,89,61,90,14,63,91,25,93,92,94,9,10,44,50,94,58,64,83,79,11,82,88,78,65,1,15,79,37,93,69,24,28,8,43,15,31,29,86,24,68,65,75,9,1,18,72,60,68,6,45,15,27,63,81,32,72,72,23,13,76,65,73,4,18,56,55,39,56,67,7,42,14,11,49,8,12,78,6,49,38,86,41,53,61,47,55,63,49,5
77,24,8,60,7,53,11,35,75,2,72,8,56,8,85,79,57,99,66,40,7,91,32,57,50,49,6,66,10,7,56,36,57,68,50,6,97,27,48,22,69,54,82,68,56,59,5,49,90,86,23,4,31,60,37,26,6,92,97,72,47,91,52,56,18,4,53,84,50,58,87,77,59,23,90,91,4,2,19,84,98,53,39,45,6,75,70,76,53,88,92,88,3,46,12,2,35,61,93,70,17,73,85,88,53,0,13,23,56,78,70,33,27,86,94,43,31,19,89,16,57,33,33,20,58,77,37,70,3,57,67,28,5,73,87,69,67,5,23,30,35,82,29,54,25,55,26,82,1,41,72,48,45,17,40,61,1,15,66,57,70,73,40,43,44,64,73,82,15,73,80,66,51,10,97,29,12,69,30,10,58,47,75,87,41,17,72,18,41,19,28,69,13,6,69,23,13,0,99,49,75,52,69,14,83,60,9,32,80,90,61,77,31,1,23,36,21,73,35,3,22,17,81,97,74,25,71,74,4,17,58,16,78,38,39,13,73,24,76,88,12,70,56,98,71,28,91,81,49,83,84,9,57,0,4,65,98,86,97,34,22,14,51,10,9,91,24,83,81,81,4,93,42,56,42,22,88,26,75,92,16,76,16,27,28,9,72,36,14,15,72,12,82,62,89,2,60,14,11,64,43,37,58,66,93,3,34,5,59,74,55,23,87,81,42,89,17,95,23,58,67,50,69,20,97,92,92,9,42,38,80,93,79,58,47,9,38,57,96,38,27,59,86,24,32,32,2,5,37,17,22,11,63,74,1,31,14,19,7,55,29,33,12,34,33,59,21,12,32,29,42,55,44,73,96,76,53,12,54,80,26,87,36,42,91,46,56,67,43,77,51,35,26,9,90,80,62,10,9,91,27
78,97,20,29,80,57,91,26,37,11,10,9,94,39,93,73,8,60,82,58,60,55,44,32,47,18,22,79,31,43,73,74,92,44,32,27,72,73,91,93,81,5,40,22,90,78,14,25,15,90,26,81,5,49,56,87,82,15,76,45,78,86,81,63,10,78,79,50,18,71,55,11,46,31,3,2,95,64,16,14,29,30,50,66,98,46,23,73,27,1,11,61,78,8,63,78,19,72,42,1,19,73,87,98,66,92,92,6,17,85,39,30,58,82,83,62,63,34,84,15,34,62,35,78,22,14,41,28,94,57,52,87,87,30,8,39,23,15,15,69,98,99,8,3,89,90,34,96,27,0,24,55,45,10,22,49,47,35,7,20,32,19,23,31,72,52,65,32,60,27,48,70,74,41,24,66,8,16,99,52,44,12,94,66,27,27,84,89,27,25,17,99,60,44,78,45,23,36,50,1,67,88,26,74,4,2,68,29,60,60,13,78,36,42,70,77,24,75,0,11,45,79,50,47,40,67,76,12,2,61,86,37,4,85,11,79,78,87,47,46,11,81,52,7,15,23,25,88,44,97,42,19,91,7,42,16,93,9,73,94,95,77,29,22,30,48,67,86,15,6,36,36,80,35,24,97,94,10,2,81,59,21,13,25,30,6,64,31,17,90,97,49,62,25,26,96,7,33,22,28,91,67,43,25,94,68,54,81,70,66,75,8,82,60,34,13,72,93,61,61,10,40,5,56,93,21,26,64,18,55,40,91,53,56,97,2,38,82,46,3,68,34,23,56,85,13,29,77,32,67,86,31,9,21,91,38,23,69,73,68,12,48,60,81,10,63,98,86,83,64,50,37,89,64,48,45,17,46,51,97,65,24,5,97,1,12,36,78,50,41,42,12,22,56,39,0,13,38,42,62,27
79,85,64,0,4,3,15,1,95,66,21,49,0,16,11,13,28,65,69,89,1,23,70,73,64,91,28,38,18,57,16,3,26,4,31,98,53,33,14,0,6,53,38,41,5,58,37,92,39,96,30,79,53,11,25,27,48,9,36,17,25,24,28,27,13,19,25,3,83,15,39,90,30,84,42,84,49,53,32,30,5,14,22,47,99,87,75,12,6,40,23,42,98,33,54,95,62,5,48,42,51,44,3,97,69,99,98,36,66,14,11,21,5,22,65,57,66,71,24,93,56,55,76,85,59,90,82,62,49,6,44,99,9,94,12,78,20,8,42,30,87,37,22,95,13,25,35,82,12,45,68,45,73,92,46,53,1,9,90,89,96,70,63,54,77,16,13,87,15,10,30,33,57,80,61,72,68,22,82,61,32,10,23,4,12,96,31,12,85,6,86,63,45,20,72,62,56,77,75,48,57,21,90,15,25,90,77,22,91,70,51,31,94,70,55,49,55,57,75,26,78,72,32,63,97,11,16,36,85,1,58,50,16,78,70,19,66,63,87,65,19,5,25,50,80,87,62,55,1,12,86,91,98,11,30,51,15,11,61,53,91,91,59,83,22,93,53,80,95,82,31,98,27,75,6,40,97,85,26,39,30,96,85,41,84,78,73,17,27,88,95,88,54,25,7,8,48,2,53,48,73,97,96,24,89,65,96,21,73,58,99,0,59,95,5,42,9,65,45,42,37,39,21,71,93,35,0,55,26,74,59,31,93,5,10,88,36,42,4,12,68,75,12,46,7,79,76,84,19,75,6,76,92,23,40,10,52,86,1,90,92,11,1,38,74,35,95,2,75,41,22,28,3,52,40,22,73,65,42,58,50,80,91,85,56,54,72,41,27,54,91,61,89,62,21,23,45,93,41,58,71
80,18,68,85,92,77,54,3,4,19,87,79,93,57,47,5,5,41,58,34,58,24,78,84,69,1,19,78,20,58,2,8,22,10,73,81,23,57,86,85,10,5,4,15,74,86,19,79,27,87,23,74,82,53,11,28,96,99,52,7,3,29,87,73,79,4,18,23,73,84,1,35,40,94,75,87,61,26,56,36,11,55,69,15,85,62,1,19,72,59,63,62,48,92,41,96,81,69,6,91,75,13,68,49,6,62,41,25,7,10,10,35,74,5,73,91,44,54,31,78,52,46,98,83,34,82,62,15,49,53,50,76,5,44,34,61,63,66,31,69,97,50,31,51,81,1,82,88,97,0,79,6,10,51,93,23,9,80,60,44,35,10,72,89,35,64,68,34,87,68,31,67,31,13,41,74,88,86,54,20,44,68,77,81,79,21,8,35,56,5,66,52,30,42,96,83,11,19,42,19,31,80,51,43,10,55,2,49,39,38,50,36,83,78,36,22,61,60,94,56,48,33,24,99,22,17,39,9,87,88,44,6,93,29,16,96,36,25,69,84,10,69,64,85,34,83,54,44,24,88,21,7,83,22,14,54,70,91,11,85,80,21,20,19,16,20,51,37,0,47,24,61,55,9,34,27,30,55,1,46,33,93,64,60,97,5,78,73,81,1,35,16,49,5,78,41,59,9,27,20,90,16,93,90,82,92,41,59,1,97,38,7,59,87,69,73,61,13,92,97,65,81,98,22,15,50,2,50,19,97,45,33,39,97,50,69,52,44,99,40,4,97,12,87,2,97,52,2,57,5,54,39,75,45,49,70,68,48,89,92,68,97,8,73,17,90,83,46,89,58,57,47,54,58,90,59,59,55,88,8,53,67,15,58,15,88,22,39,44,82,34,39,37,77,3,29,59,59,99,30,75
81,81,35,24,18,72,72,95,16,91,32,47,36,26,10,72,63,48,36,65,60,97,50,16,41,64,57,46,85,24,28,85,84,51,29,98,73,73,70,2,54,82,7,25,50,15,22,10,54,5,18,47,86,69,28,86,84,28,2,38,85,90,32,96,14,0,74,42,64,3,70,83,56,28,69,64,35,47,30,59,13,14,52,40,44,6,83,31,62,31,44,90,29,24,20,41,96,87,97,62,42,2,95,33,89,11,53,47,83,84,50,95,61,87,64,30,8,90,80,46,67,16,81,88,19,10,12,68,36,90,48,76,9,75,58,11,93,48,4,34,30,21,57,27,86,50,82,42,27,11,41,17,7,3,30,54,45,0,99,79,54,74,63,20,38,94,40,70,35,52,86,71,93,80,61,21,26,7,0,62,14,77,55,78,82,29,46,25,77,63,91,42,14,45,16,20,23,74,4,77,49,91,5,49,94,13,8,11,11,23,15,6,23,45,77,98,12,50,96,5,6,8,10,71,35,36,35,78,23,89,32,57,93,73,56,75,66,26,44,72,21,72,44,12,55,44,7,96,46,49,89,35,14,83,67,93,0,59,74,39,7,67,69,22,68,31,25,44,84,79,58,84,27,71,63,15,85,13,47,68,95,34,47,57,43,88,3,89,22,28,59,50,98,75,75,17,44,91,81,34,75,24,73,63,98,4,13,81,7,28,5,89,89,77,11,49,44,36,50,8,28,57,73,68,5,57,81,78,28,44,65,46,99,28,30,4,63,75,92,12,16,98,85,67,91,9,59,79,55,80,44,40,9,95,78,89,60,44,74,0,0,22,52,67,44,29,7,55,53,52,96,8,86,99,20,11,18,0,12,89,68,74,23,43,89,6,36,80,37,24,44,18,86,91,81,54,86,75,95,60,96
82,3,26,67,53,35,11,95,18,75,94,65,76,80,2,74,80,7,49,10,61,89,23,49,89,63,69,27,49,36,77,60,20,92,14,57,48,41,42,71,21,90,99,29,46,35,55,27,64,88,71,31,3,10,54,6,24,15,59,63,83,44,13,24,72,61,89,78,18,10,66,89,70,76,74,13,27,7,92,29,95,13,31,67,94,20,18,63,40,97,74,72,72,50,89,31,78,12,35,77,71,5,85,70,57,52,34,55,59,43,96,91,81,33,24,85,91,48,92,16,90,24,57,70,91,34,30,55,20,50,16,43,46,81,45,86,85,78,14,98,12,65,69,37,95,75,6,92,26,54,19,50,25,19,39,56,95,11,18,63,55,51,60,48,93,30,51,3,22,41,98,96,70,46,62,65,70,31,10,76,77,1,9,74,59,78,38,52,68,97,64,30,41,7,2,27,43,27,40,15,78,85,75,52,83,77,86,44,98,45,18,23,55,13,79,99,89,22,71,53,18,15,76,8,50,88,19,38,77,85,92,30,13,98,18,79,61,62,7,64,50,30,90,59,36,24,0,41,38,80,33,79,94,39,20,50,31,72,96,60,45,35,11,74,53,82,80,40,6,41,14,24,17,90,78,78,0,51,26,65,89,10,28,97,54,43,66,13,54,79,51,43,78,77,82,82,46,26,21,99,4,39,92,12,38,76,52,52,22,69,40,63,80,92,91,14,65,59,66,70,46,29,44,62,59,89,57,50,67,30,32,69,36,73,66,68,4,28,38,85,94,84,54,71,74,58,53,89,57,8,43,29,32,6,94,91,1,46,72,92,16,31,88,72,58,51,48,89,2,34,58,11,49,88,0,53,1,3,24,20,78,58,8,25,24,42,58,45,68,5,70,30,32,95,8,62,95,16,52,80,91
83,66,81,51,76,96,65,18,57,20,95,85,41,18,65,18,7,64,78,13,71,75,53,66,22,27,11,85,48,94,93,16,75,21,59,91,69,84,38,80,50,5,57,0,21,8,38,15,41,89,79,0,94,59,55,41,7,27,96,43,52,99,82,57,74,3,90,48,37,92,61,85,73,34,23,91,42,86,17,17,59,15,72,95,41,96,4,95,60,30,71,85,24,97,9,95,21,78,67,70,78,19,30,1,41,52,35,56,20,2,49,55,40,98,8,67,0,97,28,68,62,89,58,90,88,72,11,60,18,9,94,50,2,73,74,79,90,30,23,17,86,81,99,81,41,46,45,77,4,84,60,83,53,68,12,37,56,57,93,94,31,10,23,46,35,8,29,27,17,44,60,1,65,5,71,71,45,38,63,43,24,24,79,10,96,62,71,56,2,13,99,59,37,56,44,93,67,10,54,46,32,34,36,4,93,26,76,10,22,0,49,20,72,36,92,67,36,99,23,92,74,14,60,42,29,45,25,31,2,9,32,11,96,69,11,75,18,30,25,89,21,10,41,97,80,14,95,50,33,4,40,28,18,18,29,93,24,88,18,91,1,60,98,13,22,59,91,87,56,91,39,61,17,50,56,0,12,53,93,58,29,98,88,89,32,62,24,66,30,50,34,94,6,36,55,78,60,35,53,34,54,35,79,98,22,27,70,5,31,92,65,95,7,34,57,86,18,72,68,12,17,59,9,69,24,79,97,75,14,52,5,19,79,98,25,84,1,40,73,89,64,57,41,80,65,41,5,78,42,64,92,86,7,28,46,5,5,23,29,42,88,66,52,57,68,93,54,13,70,16,65,17,63,70,8,57,94,18,2,80,56,88,69,6,47,59,68,76,4,38,37,18,83,46,44,93,6,79,78,49,90
84,5,97,4,10,99,71,8,38,8,23,17,74,81,26,26,45,10,60,83,92,45,52,19,87,50,79,2,14,91,47,82,60,51,57,20,45,72,59,11,93,62,29,48,40,46,70,74,17,65,70,16,76,65,24,13,76,53,70,20,95,9,33,94,20,66,52,86,36,73,51,9,28,57,34,34,88,33,53,33,71,63,29,82,17,75,68,23,59,54,8,84,94,45,39,32,84,0,48,44,6,86,31,84,16,51,67,20,61,77,65,21,67,97,12,55,58,78,61,38,15,27,2,58,48,16,59,82,58,69,87,20,19,13,82,26,18,41,53,42,40,29,46,29,90,19,90,22,75,75,46,1,79,31,46,6,26,11,44,84,28,48,53,71,68,19,8,70,71,46,40,78,32,10,95,42,75,14,45,88,19,5,3,89,62,71,46,83,3,13,68,42,53,4,4,87,13,95,31,5,39,92,50,47,89,51,64,1,24,5,60,51,48,29,84,95,90,69,77,33,72,94,63,93,48,49,56,10,58,29,99,14,90,99,38,18,19,85,24,65,48,14,19,12,58,66,45,12,71,41,98,80,27,91,47,62,84,93,70,79,98,29,72,79,22,24,45,36,29,41,40,61,71,91,85,29,98,97,13,72,77,60,30,16,80,8,44,98,42,8,81,35,24,23,81,74,27,22,51,76,82,5,66,29,89,57,33,60,58,72,54,82,5,73,46,41,2,36,76,37,74,40,71,38,3,78,31,65,21,16,5,11,24,35,12,45,63,99,7,92,35,70,99,68,88,54,83,63,21,7,57,18,49,91,55,67,28,64,32,54,23,16,45,58,25,53,37,27,15,34,68,88,34,18,9,19,10,26,7,51,37,1,4,34,55,67,16,46,67,17,56,23,1,74,3,43,49,60,96,42,47
85,96,16,72,22,5,76,16,90,26,92,40,17,49,48,28,91,7,86,33,61,71,12,87,9,27,58,27,47,17,29,78,72,52,64,66,62,93,98,11,54,99,87,49,26,42,5,74,76,3,53,15,45,90,33,45,30,87,38,56,24,71,82,50,73,29,7,30,39,81,16,98,93,31,70,31,42,38,42,69,4,23,59,2,61,85,18,63,61,96,16,37,6,29,45,38,49,8,29,89,7,48,3,71,65,81,40,92,79,88,64,32,30,56,47,44,48,62,71,76,73,56,12,27,89,86,73,39,6,89,56,81,29,90,35,86,88,0,94,30,81,0,75,19,16,85,9,89,85,6,88,69,82,54,51,69,9,60,42,71,0,26,26,78,36,24,84,32,70,13,65,87,75,77,36,74,13,96,43,29,90,7,12,75,87,72,62,24,6,11,78,38,37,77,9,88,55,59,34,70,21,32,92,49,88,6,54,64,88,69,90,2,78,48,82,65,39,72,44,73,29,89,1,32,69,92,43,40,39,33,77,43,86,86,56,19,88,42,17,86,47,13,10,32,61,80,0,36,43,69,5,84,4,27,56,33,26,25,48,26,81,1,18,4,98,71,14,35,58,77,42,50,90,26,49,88,74,28,51,59,59,34,66,69,4,30,21,39,42,44,48,23,5,62,42,41,26,27,10,40,23,63,72,78,89,31,0,18,52,1,90,67,32,9,49,95,34,12,62,74,56,93,53,77,13,88,6,1,78,56,16,50,52,53,51,41,11,33,92,83,15,57,53,13,33,60,31,63,51,45,75,0,49,45,81,23,83,17,8,79,72,4,9,7,31,60,75,94,6,6,81,66,43,89,15,10,68,65,89,79,95,2,11,70,26,34,5,12,33,82,5,93,20,25,20,60,35,93,58,72,53
86,10,77,78,67,27,28,59,71,26,35,18,87,87,17,71,93,45,6,60,67,34,35,98,45,76,7,24,15,66,68,62,18,78,82,50,37,60,92,20,17,94,20,70,1,77,9,10,34,67,79,25,77,54,66,42,69,58,47,18,98,27,44,33,0,28,33,6,46,49,64,32,41,42,79,82,92,69,29,49,4,7,26,50,9,91,34,94,67,50,23,66,70,72,47,64,39,25,58,79,51,75,75,84,61,84,17,34,84,71,51,19,29,18,90,43,3,19,1,55,16,7,93,21,90,23,16,92,56,51,85,97,89,88,53,46,97,45,47,61,7,97,16,87,60,47,2,22,73,89,8,51,92,89,89,64,90,61,53,9,41,33,75,17,17,63,51,47,25,45,53,85,82,55,34,96,5,53,49,57,63,98,77,46,86,59,55,37,98,17,37,69,62,79,81,85,37,25,4,1,18,6,91,3,78,62,27,84,49,3,39,19,90,6,16,85,30,19,47,68,51,0,8,48,49,88,98,53,26,39,3,37,95,97,10,45,22,33,81,66,42,87,43,29,79,48,89,39,0,70,7,96,81,21,91,45,90,26,61,54,11,1,94,80,25,50,36,50,56,61,97,12,59,3,58,57,66,28,43,6,70,21,3,30,99,76,98,56,48,41,93,16,68,52,25,60,45,65,91,22,64,50,23,22,92,51,46,44,78,47,24,59,85,9,89,67,67,67,0,13,11,50,80,74,52,49,46,67,0,98,59,7,27,78,50,51,49,45,41,10,89,84,0,74,13,67,52,37,62,33,72,5,35,51,70,51,29,14,50,0,21,66,47,33,83,44,10,43,49,28,73,41,21,89,17,21,7,41,38,69,95,65,82,14,0,55,75,56,13,86,6,17,48,31,73,17,95,24,90,51,99
87,84,71,24,59,51,38,2,15,16,42,16,69,27,51,39,36,17,31,16,87,40,54,3,40,33,7,44,2,1,96,95,29,65,77,78,15,15,58,12,56,24,50,79,42,53,13,65,57,79,46,91,92,22,49,12,38,77,26,81,58,0,66,62,73,52,42,58,3,96,87,21,67,42,44,22,40,5,90,98,78,19,19,21,15,87,57,33,76,63,37,42,76,58,15,24,47,98,79,97,66,43,59,49,64,32,2,11,89,45,43,49,26,28,21,30,67,34,68,32,31,49,44,94,58,0,14,68,84,22,13,38,76,65,31,30,61,97,46,1,72,35,44,69,88,17,36,58,8,94,65,39,84,89,90,45,52,85,23,19,69,8,12,27,51,49,41,72,88,57,78,90,49,59,50,92,85,25,97,49,90,62,67,86,93,96,11,15,18,72,79,98,16,44,68,24,72,36,52,12,63,53,28,70,57,25,18,36,27,77,50,94,31,30,52,50,17,33,47,0,52,4,71,22,17,80,23,51,23,46,60,27,93,52,54,69,76,4,1,2,2,90,80,19,67,50,3,91,12,71,5,6,28,61,96,62,60,53,51,98,10,78,62,37,3,10,69,17,80,1,63,36,49,79,64,97,52,4,12,12,27,44,78,36,72,88,48,64,57,1,9,51,66,91,73,2,53,76,2,35,84,86,56,84,24,65,52,8,44,95,90,30,87,7,38,54,75,47,73,93,42,43,67,74,5,58,31,82,32,9,43,45,14,42,68,43,47,57,32,14,77,46,98,75,7,5,79,60,97,24,3,91,20,90,79,23,20,43,78,85,56,55,91,66,68,42,30,38,23,71,53,92,39,63,10,37,30,85,7,20,74,89,9,10,76,21,98,21,30,35,5,92,14,88,1,85,9,50,45,5,55
88,76,92,43,64,78,96,32,96,48,62,28,90,87,27,5,99,54,31,35,67,52,79,73,85,71,46,74,49,43,20,52,62,51,41,42,5,72,25,78,47,35,31,11,94,22,67,11,87,87,35,66,56,24,23,52,78,89,65,96,62,48,7,20,40,27,21,17,58,22,49,25,11,9,3,4,72,59,11,32,23,62,84,31,4,54,47,20,88,58,38,37,85,21,76,89,98,25,52,86,85,14,50,41,95,40,86,99,34,64,79,39,11,55,59,65,29,28,47,11,29,20,55,59,20,2,53,8,76,47,68,84,8,39,59,22,91,68,55,92,78,39,21,87,8,80,49,50,54,7,84,71,94,64,47,67,71,52,14,25,37,65,78,35,49,10,5,35,71,66,45,32,23,4,31,77,57,92,7,36,53,59,95,68,63,21,80,36,45,5,53,73,98,52,9,94,51,51,32,3,56,92,29,45,12,81,70,15,97,43,74,17,92,97,2,21,60,40,91,62,36,17,9,22,29,62,1,48,0,10,16,20,26,4,25,39,26,71,48,77,35,97,24,0,36,80,6,23,51,32,79,37,85,85,19,45,81,49,18,72,83,16,44,16,67,46,42,76,3,17,17,38,69,60,54,60,79,15,85,83,29,47,68,38,50,76,98,34,53,98,69,69,70,15,41,73,96,95,79,29,59,67,36,80,46,42,6,70,97,69,65,52,70,62,48,3,79,38,24,29,10,10,57,19,37,82,56,95,49,72,88,36,24,64,43,35,87,83,76,28,45,46,53,16,37,90,1,34,8,69,34,10,9,30,99,26,11,75,74,13,70,15,88,52,55,6,89,2,22,10,76,74,59,47,18,43,62,28,47,14,12,35,74,3,77,17,92,10,90,31,45,32,23,90,38,43,25,44,70,58,30
89,66,83,77,72,93,62,65,60,4,85,74,41,56,78,19,74,20,16,7,18,15,31,98,83,39,59,61,6,99,78,32,27,94,62,25,67,81,41,61,49,53,3,50,20,22,86,83,26,80,61,41,87,6,53,34,47,36,96,0,94,80,82,57,68,99,89,28,21,10,52,39,58,87,97,74,73,19,91,74,89,17,32,94,67,99,3,79,1,70,23,53,50,19,45,87,0,76,5,63,63,30,78,72,69,63,88,42,57,34,5,15,14,51,87,29,29,94,10,89,18,33,33,37,43,71,93,40,44,26,11,87,64,77,28,30,9,38,32,2,90,74,24,77,5,13,20,77,20,67,39,62,84,48,39,1,47,43,23,60,10,27,56,39,35,25,19,42,42,73,11,2,5,80,71,65,22,2,72,12,38,91,91,80,96,28,68,83,88,44,11,23,6,79,26,39,13,79,91,41,82,26,46,54,29,63,1,39,47,82,49,91,70,82,32,60,3,32,65,0,51,16,52,0,66,92,63,62,29,10,14,67,83,37,1,51,79,14,76,55,10,27,85,66,61,8,75,93,14,68,96,33,99,69,18,79,67,22,78,96,48,77,68,3,58,85,8,73,71,23,3,31,85,83,61,27,92,17,25,12,7,35,10,77,47,39,61,69,37,62,22,4,72,11,36,44,95,19,62,66,46,21,72,27,71,27,11,45,19,38,15,4,81,75,94,2,4,12,40,30,64,10,58,57,33,56,42,42,97,45,22,13,99,2,79,18,64,54,6,19,76,6,64,63,49,74,95,38,36,20,35,11,48,43,25,69,12,61,52,33,82,36,70,78,90,66,79,19,50,70,88,7,61,12,89,0,57,53,67,13,0,87,79,2,63,40,89,47,36,88,3,30,84,98,50,3,5,82,89,61,43
